poolKey,type,catalogId,name,qtyMin,qtyMax,chancePct,prompt,negative
beast_lord_t7,material,drake_scale,Чешуя дрейка,2,4,71,"Concept ""Чешуя дрейка"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord mantle layered hides glands legendary atmosphere, tier 7 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t7,material,venom_sac,Мешок с ядом,1,2,47,"Concept ""Мешок с ядом"", fantasy harvest material — visceral sac bulb stoppered wax cord alchemical, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord mantle layered hides glands legendary atmosphere, tier 7 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t7,material,monster_gland,Железа монстра,1,2,27,"Concept ""Железа монстра"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord mantle layered hides glands legendary atmosphere, tier 7 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t8,food,wyvern_stringy_cut,Нарезка с виверны,5,8,81,"Concept ""Нарезка с виверны"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood beast-lord apex resin reservoirs armored slabs, tier 8 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t8,material,wyvern_hide,Шкура виверны,1,2,81,"Concept ""Шкура виверны"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord apex resin reservoirs armored slabs atmosphere, tier 8 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t8,material,drake_scale,Чешуя дрейка,3,5,75,"Concept ""Чешуя дрейка"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord apex resin reservoirs armored slabs atmosphere, tier 8 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t8,material,predator_resin_mass,Смоляная пробка хищника,1,2,53,"Concept ""Смоляная пробка хищника"", fantasy harvest material — dark amber resin plug predator gum cluster, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord apex resin reservoirs armored slabs atmosphere, tier 8 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t8,material,venom_sac,Мешок с ядом,2,4,27,"Concept ""Мешок с ядом"", fantasy harvest material — visceral sac bulb stoppered wax cord alchemical, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord apex resin reservoirs armored slabs atmosphere, tier 8 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,food,wyvern_stringy_cut,Нарезка с виверны,6,10,84,"Concept ""Нарезка с виверны"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood beast-lord pinnacle trophy hoard dense scales, tier 9 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,material,warg_pelt,Шкура варга,2,3,84,"Concept ""Шкура варга"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,material,wyvern_hide,Шкура виверны,2,3,77,"Concept ""Шкура виверны"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,material,monster_gland,Железа монстра,1,2,60,"Concept ""Железа монстра"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,material,fang_shard,Осколок клыка,6,10,39,"Concept ""Осколок клыка"", fantasy harvest material — splintered enamel ivory shard trophy tip, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
beast_lord_t9,material,alpha_musk_gland,Железа вожака,1,2,22,"Concept ""Железа вожака"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord pinnacle trophy hoard dense scales atmosphere, tier 9 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_carve_t2,food,game_meat_rich,Плотная дичь,2,3,64,"Concept ""Плотная дичь"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood wetland predator trail dressing damp moss, tier 2 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_carve_t2,material,thick_hide,Толстая шкура,1,2,48,"Concept ""Толстая шкура"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, wetland predator trail dressing damp moss atmosphere, tier 2 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_carve_t2,material,bristle_keg_rings,Кольца из щетины кабана,1,1,39,"Concept ""Кольца из щетины кабана"", fantasy harvest material — bristle rings bundled hog trophy craft rings, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, wetland predator trail dressing damp moss atmosphere, tier 2 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_carve_t2,material,fang_shard,Осколок клыка,2,3,19,"Concept ""Осколок клыка"", fantasy harvest material — splintered enamel ivory shard trophy tip, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, wetland predator trail dressing damp moss atmosphere, tier 2 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_prize_t5,food,caravan_roast,Ужин караванщика,1,1,78,"Concept ""Ужин караванщика"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood caravan-hunted prize cuts hardened scales hoard, tier 5 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_prize_t5,food,wyvern_stringy_cut,Нарезка с виверны,2,4,73,"Concept ""Нарезка с виверны"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood caravan-hunted prize cuts hardened scales hoard, tier 5 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
brute_prize_t5,material,drake_scale,Чешуя дрейка,2,4,58,"Concept ""Чешуя дрейка"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, caravan-hunted prize cuts hardened scales hoard atmosphere, tier 5 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
kaiju_shard_t6,food,wyvern_stringy_cut,Нарезка с виверны,3,5,82,"Concept ""Нарезка с виверны"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood kaiju-class bulk hide venom reservoirs, tier 6 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
kaiju_shard_t6,material,warg_pelt,Шкура варга,1,2,76,"Concept ""Шкура варга"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, kaiju-class bulk hide venom reservoirs atmosphere, tier 6 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
kaiju_shard_t6,material,wyvern_hide,Шкура виверны,1,1,59,"Concept ""Шкура виверны"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, beast-lord mantle layered hides glands legendary atmosphere, tier 7 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
kaiju_shard_t6,material,venom_sac,Мешок с ядом,1,2,48,"Concept ""Мешок с ядом"", fantasy harvest material — visceral sac bulb stoppered wax cord alchemical, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, kaiju-class bulk hide venom reservoirs atmosphere, tier 6 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
pack_leader_t3,food,game_meat_rich,Плотная дичь,2,4,83,"Concept ""Плотная дичь"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood alpine pack-beast alpha musk trophy read, tier 3 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
pack_leader_t3,material,alpha_musk_gland,Железа вожака,1,1,66,"Concept ""Железа вожака"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, alpine pack-beast alpha musk trophy read atmosphere, tier 3 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
pack_leader_t3,material,scale_hide,Чешуйчатая шкура,1,2,39,"Concept ""Чешуйчатая шкура"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, alpine pack-beast alpha musk trophy read atmosphere, tier 3 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
pack_leader_t3,material,monster_gland,Железа монстра,1,1,27,"Concept ""Железа монстра"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, alpine pack-beast alpha musk trophy read atmosphere, tier 3 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
predator_scrap_t1,food,game_meat_raw,Сырая дичь,1,3,64,"Concept ""Сырая дичь"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood vermin scrap ash-bog grit humble hunt yield, tier 1 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
predator_scrap_t1,material,small_pelt_uncured,Небольшая шкура (сырая),1,1,51,"Concept ""Небольшая шкура (сырая)"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
predator_scrap_t1,material,animal_hide,Шкура зверя,1,1,36,"Concept ""Шкура зверя"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
predator_scrap_t1,material,beast_sinew_spool,Жильё зверя,1,2,19,"Concept ""Жильё зверя"", fantasy harvest material — fibrous tendon coil stripped sinew filament spool cue, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,food,wyvern_stringy_cut,Нарезка с виверны,8,12,81,"Concept ""Нарезка с виверны"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood primordial kaiju apex colossus reagent avalanche, tier 10 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,material,wyvern_hide,Шкура виверны,3,4,77,"Concept ""Шкура виверны"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,material,drake_scale,Чешуя дрейка,4,7,74,"Concept ""Чешуя дрейка"", fantasy harvest material — folded uncured hide fur edge scale plates subtle salt cure beginning, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,material,predator_resin_mass,Смоляная пробка хищника,2,3,65,"Concept ""Смоляная пробка хищника"", fantasy harvest material — dark amber resin plug predator gum cluster, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,material,monster_gland,Железа монстра,2,4,60,"Concept ""Железа монстра"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
primordial_harvest_t10,material,alpha_musk_gland,Железа вожака,2,3,22,"Concept ""Железа вожака"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, primordial kaiju apex colossus reagent avalanche atmosphere, tier 10 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
vermin_bundle_t1,food,game_meat_raw,Сырая дичь,1,2,70,"Concept ""Сырая дичь"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood vermin scrap ash-bog grit humble hunt yield, tier 1 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
vermin_bundle_t1,material,wisp_moth_powder,Пыльца ночных мотыльков,1,1,44,"Concept ""Пыльца ночных мотыльков"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
vermin_bundle_t1,material,fang_shard,Осколок клыка,1,2,36,"Concept ""Осколок клыка"", fantasy harvest material — splintered enamel ivory shard trophy tip, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
vermin_bundle_t1,material,beast_sinew_spool,Жильё зверя,1,1,19,"Concept ""Жильё зверя"", fantasy harvest material — fibrous tendon coil stripped sinew filament spool cue, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, vermin scrap ash-bog grit humble hunt yield atmosphere, tier 1 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
wetland_glean_t2,food,serpent_fillet_raw,Сырое филе змея,1,2,58,"Concept ""Сырое филе змея"", monster harvest butcher fantasy — serpent fillet translucent jelly ichor sheen scale-side muscle striation, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood wetland predator trail dressing damp moss, tier 2 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
wetland_glean_t2,food,game_meat_rich,Плотная дичь,1,2,58,"Concept ""Плотная дичь"", monster harvest butcher fantasy — dense haunch steak marbling sinew ribbons field salt, oiled cloth or rough wooden board NOT banquet china, coarse salt and twine, single isolated fantasy RPG food ingredient from monster carcass, centered, transparent or plain dark background, square inventory icon, no hands, sharp focus, painterly, controlled mild gore only if meat, mood wetland predator trail dressing damp moss, tier 2 quarry read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
wetland_glean_t2,material,serpent_sac_mild,Слабая змеиная желчь,1,1,33,"Concept ""Слабая змеиная желчь"", fantasy harvest material — visceral sac bulb stoppered wax cord alchemical, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, wetland predator trail dressing damp moss atmosphere, tier 2 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
wetland_glean_t2,material,mushroom_bog,Болотный гриб,1,2,23,"Concept ""Болотный гриб"", fantasy harvest material — dried gland herb bundle resin flecks twine wrap, single isolated fantasy RPG harvest trophy reagent icon, centered, transparent or plain dark background, square 1024 composition, sharp focus, painterly detail, wetland predator trail dressing damp moss atmosphere, tier 2 drop read --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered wide shot, multiple objects collage, human face full portrait, nsfw"
